诺基亚 6700s;5
海信 X8T;5
OPPO Real R801;10
酷派 8729;70
华为Ascend G300（U8818）;5
海信 E600;5
三星 Galaxy S6（G9208）;3010
小米4 M4 3GRAM 联通4G网络;1050
K-Touch/天语Touch2 移动4G;80
联想 S899T;10
金立 GN151;50
金立 GN705T;50
中兴 U819;30
华为荣耀 畅玩4C;470
步步高 vivo Xshot X710L 旗舰版/精英版;870
三星 N7005 Galaxy Note LTE;140
金立 GN708T;50
中兴 Q507;5
金立 X805;30
金立 GN135;5
联想 A318;5
联想 乐Phone A520;5
摩托罗拉 XT535（DEFY XT）;5
金立 GN160T（移动版）;5
摩托罗拉 MT788;30
朵唯 D350;70
天语大黄蜂4G（Touch 1/移动4G）;70
联想 A390e;5
金立 GN810;70
小米4 M4 2GRAM 电信版;730
联想 A368;20
vivo S3;5
金立GN700T/GN700W;5
红米2A;220
摩托罗拉 XT536 联通版;5
三星 I8250;20
HTC G19 Raider4G X710e;30
诺基亚 N79;5
酷派 w706+;5
华为荣耀6（联通4G）H60-L02,H60-L12;780
诺基亚701（Helen）;20
HTC G6 Legend;5
三星 W589;90
LG G Watch 一代;300
摩托罗拉 ME501;5
三星 I9020;70
诺基亚 N95;5
诺基亚 1110;5
摩托罗拉 ROKRE6;5
诺基亚 5130XM;5
OPPO T703;10
HTC S610d（纵横）Merge;5
三星GALAXY Alpha（G8508S/双4G）;900
联想 A320T;5
联想 A65联通版;5
诺基亚 5000;5
诺基亚 5800W;5
摩托罗拉 ME811（DroidX）写号机;5
HTC G2 Magic;5
诺基亚 N82;5
酷派 5210;5
nubia Z9 Max（全网通）;1050
诺基亚N1平板电脑;950
华为P8 Lite（青春版/移动4G）;590
三星 S7500 GALAXY Ace Plus;70
诺基亚 5200;5
诺基亚 N900;10
诺基亚 X3-00;5
OPPO A520;5
三星 I8258（移动版3G）;10
nubia Z9 mini（全网通）;590
金立 S5.1;90
OPPO X903;10
OPPO Real R803;10
华为 Mate1;70
联想 A200;5
摩托罗拉 A3300C;5
三星 G3568V 移动TD-LTE版;260
华为Y635（移动4G）;90
OPPO R2017（移动4G）;260
OPPO 1105;160
三星GALAXY CORE Prime（G3609/电信4G）;280
三星Galaxy Mega 2（G7509/电信4G）;700
三星 S5360;90
大可乐3X（移动4G）;490
摩托罗拉 xt681;5
三星 I8750（ATIV S WP8）;5
三星GALAXY CORE Prime（G3608/移动4G）;260
华为 U8500;5
步步高 i509;5
中兴 U722;5
中兴Nubia X6;730
三星 I9220 韩版（SHV-E160L）;80
华为Y635（移动4G）;90
酷派 8021;5
联想 A218T;5
摩托罗拉 moto x pro(XT1115);2420
摩托罗拉 MT870;5
索爱 X8/E15I;10
三星 S5230C;5
三星 E1200R;5
vivo S11t;70
联想 A668t;5
HTC G3 Hero;5
联想 乐Phone S760;10
诺基亚 7610;5
摩托罗拉 MT620;5
华为S8600;20
HTC One E8（M8Sw/时尚版/联通4G）;660
HTC One E9+（高配版/双4G）;1340
诺基亚 5300;5
黑莓 9700（移动版）;20
华为 T8300;5
摩托罗拉 XT531;5
诺基亚 1200;5
金立 V188;120
中兴 N780;5
酷派 5832;5
诺基亚 5700;5
三星 S3600C;5
三星 I809（Galaxy S）;10
三星 I559;10
华为 T8828;5
诺基亚 6120i;5
联想 A780;5
LG P993（Optimus2X）;70
金立GN709L（风华3）;160
金立 V183;30
步步高 vivoY1;5
摩托罗拉 AURA R1;70
诺基亚 6303c;5
诺基亚 N96;5
诺基亚 5310XM;5
索尼爱立信 Xperia PlayZ1i;5
HTC HD7（T9292）;5
酷派 9100;5
酷派 9900;20
摩托罗拉 A1680;5
诺基亚 2322c;5
三星 S5670（GalaxyFit）;5
HTC T8698;5
三星 T959;90
黑莓 9800（Torch）;30
摩托罗拉 XT316 联通版;5
三星 I759（GALAXY Infinite 电信版）;70
三星 Galaxy Xcover S5690;5
金立 GN700T;20
索尼爱立信 mt11i;10
联想 乐Phone A500;5
三星 W699;70
诺基亚 2730c;5
金立 GN151;120
摩托罗拉 xt320;5
三星 S7566;70
酷派 8810;5
诺基亚 C5-05;5
OPPO A617;10
黑莓 9300;5
三星 S8500;10
HTC EVODesign4G Hero4G Kingdom;5
HTC G9 Aria;5
OPPO U539;10
华为 U8661;5
三星 S6108 移动版;10
HTC T8788;5
诺基亚 C5-01;5
诺基亚 3100;5
酷派 7728;5
LG P920（Optimus 3D）;70
夏普 SH7228U;10
OPPO A209;10
HTC G15 Salsa;5
诺基亚 5730XM;5
索尼爱立信 sk17i;5
三星 B9062 移动版;70
LG p503;5
诺基亚 2700c;5
酷派 N950;5
酷派 W708 联通版;5
诺基亚 N93i;10
LG G4（H819）电信版;1930
魅蓝 note2;450
酷派 5899;5
摩托罗拉RAZR V锋芒（XT885）;5
诺基亚 7100s;5
摩托罗拉 MT810;5
诺基亚 6220c;5
诺基亚 5610XM;5
诺基亚 2610;5
诺基亚 5232;5
HTC T9199 双擎;10
三星 S8000C;5
索爱 wt19i;10
索爱 W595;5
三星 I9088（Galaxy S）;5
诺基亚 X3-02;5
诺基亚 C1-02;5
摩托罗拉 CLIQ（DEXT）MB200;5
诺基亚 X7;5
摩托罗拉 XT502;5
诺基亚 3208c;5
诺基亚 E55;5
多普达 S610;5
诺基亚 C2-02;5
步步高 i531;5
LG GD888;5
三星 I997（Infuse 4G）;70
中兴 E850;5
三星 S8300C;5
诺基亚 5238;5
诺基亚 1600;5
诺基亚 5320di;5
华为 U8650;5
索爱 K750c;5
摩托罗拉 XT720;5
索爱 W995;10
摩托罗拉 XT711;5
诺基亚 3250;5
诺基亚 6760;10
华为 C8850 Vision（远见）;5
多普达 D600;5
OPPO U521;5
联想 i909;5
HTC Touch Pro2 T7373;5
HTC HDmini;5
三星 S3930C;5
三星 i8000;5
诺基亚 E90;70
诺基亚 N-GageQD;10
三星 S6102（Galaxy Y Duos）;50
诺基亚 2680S;5
LG KP501;5
HTC Mytouch 3GSlide;5
三星 E428 E420;5
HTC Touch HD T8282;5
三星 I589;90
LG KS200;5
步步高 i288;5
LG KW838;5
LG KE998;5
诺基亚 5235;5
诺基亚 6730c;5
诺基亚 C5-04 C5-05;5
诺基亚 6122c;5
摩托罗拉 W562;5
索爱 T707;5
三星 I8730（Galaxy Express）;140
华为 C8600;5
OPPO A613;5
摩托罗拉 C168i;5
摩托罗拉 EX223;5
酷派 W770;5
诺基亚 1616;5
酷派 7500;5
三星 B3410;5
三星 i5508联通版;5
诺基亚 5630XM;5
诺基亚 2100;5
诺基亚 6208c;5
诺基亚 6500s;5
摩托罗拉 KRZRK1;5
华为 U9000;5
索尼爱立信 mk16i;70
索爱 U8i;5
索爱 W550c;5
索爱 st15i;5
诺基亚 2720a;5
诺基亚 2220s;5
摩托罗拉 EX226;5
诺基亚 7500;5
诺基亚 X2;5
诺基亚 2690;5
诺基亚 6030;5
三星 i728;5
黑莓 9790;20
诺基亚 E75;10
摩托罗拉 SLVRL6i;5
夏普V903SH;10
夏普 SH8128U;10
多普达 838;5
三星 GalaxyGio韩版;10
索爱 U10iAino;5
诺基亚 6788i;5
LG KE850 PRADA;5
LG GD510;5
三星 I897;10
三星 i6330;5
HTC T9188;10
HTC TouchPro T7272;5
三星 S3850;5
三星 T939;5
LG KV800;5
LG GS500;5
LG GX500;5
LG KX755;5
诺基亚 6210s;5
诺基亚 T7-00;5
诺基亚 6233;5
诺基亚 E61i;5
索爱 WT18I;5
索爱 X10mini E10i;10
索爱 Ruriko;5
摩托罗拉 U6cU6;5
HTC G4 Tattoo;5
诺基亚 7070 Prism;5
诺基亚 1681c;5
华为 C5600;5
夏普 SH04A;10
摩托罗拉Moto G LTE（XT1079/双4G）;270
多普达 A6388;5
诺基亚 1202;5
诺基亚 5220XM;5
索爱 X10mini pro;5
诺基亚 6230;5
诺基亚 C2-05;5
诺基亚 X2-01 X2-02 X2-03;5
LG P999;70
三星 I8700（Omnia7）;5
华为 T8600;5
摩托罗拉 MT680;5
诺基亚 6700c;20
摩托罗拉 XT390 联通版;5
诺基亚 C3-00;5
酷派 8013;5
nubia Z9（经典版/全网通）;1240
联想 乐Phone S2（移动版）;5
LG G4（H818）国际版 ;2030
诺基亚 1208;5
三星 I509;10
诺基亚 3110;5
联想 K800;70
夏普 SH7218U;10
MOTO 360;640
索爱 U5i;5
酷派 7005;5
诺基亚 E7-00;5
LG GC900 ViewtyII;5
HTC Mogul （XV6800）;5
HTC Touch Viva T2223;5
LG e510;5
LG P350;5
LG KV755;5
LG GM750;5
LG GT505;5
LG KF310;5
LG KX500;5
步步高 k119;5
三星 i5800;5
三星 i5700;5
三星 i908;5
三星 s259;5
LG KF900 PRADA;5
联想 乐Phone K2;5
诺基亚 7373;5
诺基亚 E50;5
索爱 X5Pureness;5
LG KG800;5
索爱 k800i K790C;5
夏普 SH-03A;10
夏普 SH7110C;10
华为 S8520;5
三星 M130K  GalaxyK 韩版;70
摩托罗拉 ROKREM30;5
摩托罗拉 MT720;5
摩托罗拉 XT300;5
索爱 P1cPii;5
索爱 J105;5
诺基亚 8208;5
诺基亚 1680c;5
诺基亚 n91;5
LG GD900e;5
LG KV500;5
LG KF600;5
LG KF700;5
LG KU380;5
HTC Touch2 T3333;5
中兴 R750;5
三星 J708;5
步步高 V206;5
三星Gear 2 R380;350
三星 W709;5
三星 S7250D（WaveM）;5
三星 I569（GalaxyGio）;10
LG KU900;5
LG KE508;5
LG KC560;5
LG KF755;5
诺基亚 C2-03;5
诺基亚 1682;5
诺基亚 X5-01;5
诺基亚 6681;5
索爱 X1i;10
索爱 W300c;5
华为 U8660;5
华为 T8100;5
华为 C2800;5
诺基亚 5236;5
夏普 SH809UC;10
夏普 SH7120c;10
oppo a105k;5
索爱 K818c;5
索爱 K810i;5
索爱 W508c;5
索爱 K510c;5
索爱 w700c;5
索尼爱立信 ck15i;10
诺基亚 5802XM;5
诺基亚 2710c;5
诺基亚 6080;5
诺基亚 7260;5
诺基亚 3108;5
LG GB258;5
多普达 Touch Cruise T4288;5
HTC 谷歌 G4 Tattoo;5
HTC Touch Dual T3232;5
三星 S5638;10
三星 B5310;5
三星 C3300;5
三星 E848 E840;5
三星 S3830U;5
黑莓 9850（MonacoTouch）;70
多普达 Touch Diamond2 T5388 T5353;5
HTC XV6900;5
三星 i458;5
三星G608 G600;5
三星 I5500（Galaxy5）;5
诺基亚 7230;5
索爱 W900i;5
诺基亚 702T;5
摩托罗拉 W161;5
索爱 W958c;5
索爱 K530c;5
索爱 Z550c;5
索爱 W850;5
夏普 SH6120CT;10
联想VIBE X2（X2-TO/移动4G）;300
夏普 703shf;5
夏普 SX862;10
夏普 SH6228c;5
索爱 Z780i;5
索爱 K858c;5
索爱 W610c;5
索爱 C901;5
诺基亚 2320c;5
诺基亚 C2-07;5
诺基亚 X1-01;5
诺基亚 1650;5
诺基亚 2300;5
诺基亚 7610s;5
三星 M2710C;5
HTC Touch Pro2 T7380（Sprint）;5
三星 G400 G408;5
三星 S6700C;5
三星 U608 U600;5
三星 E1100C;5
黑莓 9670;20
三星 S5600;5
多普达 Touch Diamond S910;5
三星 B7300C;5
三星 S5150;5
三星 S5750E;5
诺基亚 Lumia 719C;70
诺基亚 C2-06;5
诺基亚 N500;5
诺基亚 600;10
LG KX266;5
LG KS500;5
诺基亚 5611XM;5
摩托罗拉 XT861;5
索爱 W800c;5
索爱 Z710c;5
索爱 A8i;5
夏普 SX633;5
多普达 A8188;5
华为 U8150;5
索爱 W20Zylo;5
LG KX216;5
索爱 T700;5
索爱 G502c;5
索爱 Jalou F100;5
摩托罗拉 Z10;5
摩托罗拉 EX211;5
摩托罗拉 L800T;5
诺基亚 7210c;5
诺基亚 6110n;5
诺基亚 6210c;5
诺基亚 3720c;5
诺基亚 6316s;5
诺基亚 7020;5
LG GT540;5
诺基亚 6288;5
诺基亚 2332c;5
诺基亚 2310;5
三星 M628;5
三星 G808E G800;5
三星 D988 D980;5
诺基亚 6680;5
多普达 c720w;5
三星 D508 D500;5
三星 D888 D880;5
三星 F218 F210;5
三星 F839;5
三星 G818E;5
三星 M8800;5
HTC 多普达 P4350;5
诺基亚 N71;5
诺基亚 E65;5
诺基亚 2322;5
诺基亚 5330XM;5
诺基亚 3000;5
LG GM730;5
诺基亚 6600s;5
摩托罗拉 EX232;5
摩托罗拉 W7;5
索爱 K630i;5
夏普 SH905i;5
三星 i560;5
索爱 S302c;5
索爱 W760;5
索爱 W380c;5
摩托罗拉 W362;5
LG KG70c KE970;5
诺基亚 6202c;5
LG GM310;5
LG P930（NitroHD）;5
诺基亚 6170;5
诺基亚 5070;5
诺基亚 2626;5
三星 L708E;5
三星 i8320;5
三星 i408;5
三星 i7680;5
三星 D788 D780;5
黑莓 9860（Monza）;50
三星 B3310;5
三星 CC01;5
三星 C6625;5
三星 C5530;5
三星 F700;5
三星 M8910U;5
三星 S3650C;5
诺基亚 2600;5
诺基亚 E51;5
LG KM380;5
诺基亚 7510a;5
诺基亚 6500c;5
摩托罗拉 VE66;5
摩托罗拉 W216;5
索爱 F305c;5
索爱 T658c;5
索爱 J120c;5
多普达 595;5
多普达 P860;5
华为U9130;5
华为 U8110;5
索爱 K550c;5
三星 S3310C;5
索爱 Z555i;5
索爱 J20;5
索爱 w200c;5
诺基亚 5030;5
诺基亚 2228;5
诺基亚 1661;5
LG GD880;5
LG KG108;5
LG GB230;5
诺基亚 N80;5
诺基亚 6101;5
诺基亚 3220;5
诺基亚 6111;5
诺基亚 3806;5
三星 S5520;5
三星 S5200;5
多普达 P3651;5
HTC 多普达 P4550;5
三星 I8910;10
三星 B7702;5
三星 G618;5
三星 E218 E210;5
三星 U808E;5
三星 C6112;5
三星 F110;5
三星 E878 E870;5
三星 G508E G500;5
三星 F689;5
三星 S5628;5
诺基亚 7370;5
LG KX190;5
LG KV700;5
LG GD330;5
诺基亚 1508;5
诺基亚 7212c;5
诺基亚 6650T Mobile;5
索爱 K770i;5
索爱 Z770i;5
索爱 W960i;5
诺基亚 2608;5
索爱 T258c;5
华为 T552;5
索爱 R300i;5
多普达 S500;5
多普达 696;5
多普达 S600;5
多普达 P4550;5
多普达 E806c;5
多普达 D805;5
华为 U8652;10
索爱 V640i;5
索爱 K660i;5
索爱 W890i;5
索爱 C702;5
摩托罗拉 A1260;5
诺基亚 6210i;5
诺基亚 3602s;5
诺基亚 2330c;5
诺基亚 3710F;5
诺基亚 X5-00;5
LG GW520;5
LG KX186;5
LG KF390;5
诺基亚 6131;5
三星 S5608U;5
三星 S5560;5
三星 i6410;5
三星 S3500;5
三星 F258 F250;5
三星 E2558 E2550;5
三星 F339;5
三星 E258 E250;5
三星 W599;5
三星 U708 U700;5
三星 S7330;5
三星 CC03;5
三星 B189;5
三星 B7330;5
三星 M318;5
诺基亚 X3-01（电信版）;5
索爱 W395;5
三星 S5233;5
诺基亚 6630;5
诺基亚 C3-01;5
LG HB620T;5
LG KX218;5
LG GD300;5
LG GW300;5
LG KF300E;5
LG KF240;5
LG KF690;5
诺基亚 7612s;5
摩托罗拉 C261;5
华为 C8300;5
索爱 W350c;5
诺基亚 3610a;5
诺基亚 1325;5
LG GW525;5
LG KC780;5
LG GT500;5
LG KM555e;5
诺基亚 2760;5
诺基亚 7360;5
诺基亚 6268;5
诺基亚 6125;5
诺基亚 6021;5
三星 S3601C;5
三星 S3030C;5
三星 S359;5
三星 I7500U;5
三星 i6500;5
三星 G600;5
三星 S7350C;5
三星 S7070C;5
三星 S7120U;5
三星 S7220;5
三星 U908 EU900;5
三星 W239;5
三星 W569;5
三星 B5702C;5
三星 B5712C;5
三星 D838 D830;5
三星 i718;5
三星 M7600;5
三星 S3653;5
诺基亚 6060;5
诺基亚 6280;5
诺基亚 2600c;5
诺基亚 2505;5
诺基亚 3120c;5
LG KV920;5
诺基亚 6710N;5
摩托罗拉 EM35;5
摩托罗拉 VE75;5
三星 S5550U;5
HTC 多普达 P3300;5
三星 i8180C;5
三星 i600;5
三星 F330;5
